taxon	W	p_val	q_val	diff_abn	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter	51.30923695464095	8.406945493129428e-11	3.1778253964029234e-8	TRUE	0	0	0	0	0	0	0	0	0.009826285934278289	0.17061154385158586	0.13701262195955602	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__;__	1.548331250318404	0.6576774928903207	1	FALSE	0.10793998491537898	0.1873128469962496	0.09400744683980462	0.11289941129983506	0.016165359050309244	0.1873128469962496	0.09400744683980461	0.11289941129983505	0.025050025908897367	0.10733749475849674	0.20312770508502487	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritaleaceae;g__Rubritalea	8.635026930429689	0.06911674226844514	1	FALSE	0.21623429969112568	0.6111959930517677	0.42600304957844004	0.30830040915579854	0	0.6111959930517679	0.42600304957844004	0.3083004091557986	0	0.02637828546138138	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Rheinheimera	5.835020264049531	0.23983724152418928	1	FALSE	0.11844931151775413	0.08747428097018395	0.07498337365190764	0	0.09758536299711541	0.08747428097018399	0.0749833736519076	0	0.0031816608254985447	0.011683592144836004	0.016346877281174062	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Marinicella	4.979503944534839	0.34660826617028156	1	FALSE	0.16944058412934487	0	0.07353444617859757	0.11861096216346285	0.062150759049037656	0	0.07353444617859757	0.11861096216346284	0	0.1603941134116866	0.285353471878144	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	2.751857043641442	0.862973084787672	1	FALSE	0.1095422915919091	0.2539016158990311	0.0646021243236462	0.20027044257336354	0.5134418842491267	0.25390161589903115	0.0646021243236462	0.20027044257336354	0.16692566507900433	0	0.2972347730427586	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella	36.90416285136498	9.642594908554663e-8	3.587045305982335e-5	TRUE	0.8176643163772238	0.1501803400788027	0.0710579193964328	0	0	0.15018034007880274	0.0710579193964328	0	0.32312653608033176	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Thalassotalea	22.571864266960798	9.918254333696193e-5	0.03550735051463237	TRUE	0	0	0	0.009053859744917651	0	0	0	0.009053859744917646	0	0	0.11886070727513666	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;__	17.639127524509767	0.0010440586048757507	0.3539358670528795	FALSE	0	0	0	0.11007759476358843	0	0	0	0.11007759476358843	0.10786063449555856	0	0.028749883843589844	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola	3.987780296579686	0.5255733279696356	1	FALSE	0.04633866396221584	0.09393411045867134	0.014242814073921672	0.014775307351145498	0.009921862994509317	0.09393411045867132	0.01424281407392167	0.014775307351145545	0.13232057204625294	0.1483168260339056	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__Arenicella	1.9868932169592364	0.8497369631925047	1	FALSE	0.2354259866672897	0.22821367323741787	0.33365062366308434	0.02235376068080772	0.25002889001174233	0.2282136732374179	0.33365062366308434	0.022353760680807723	0.02793067088101322	0.11127662602404839	0.19933003325546278	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus	10.45221108865137	0.03017721171002582	1	FALSE	0.28308116248418386	0.5471757384007324	0.33135451306914077	0.4153653772391944	0	0.5471757384007324	0.3313545130691407	0.4153653772391945	0	0.044041834972422166	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__uncultured	14.304781771097476	0.005036645790223956	1	FALSE	0.46338884054716956	0.14149949412680335	0.06729052238656358	0	0	0.14149949412680335	0.06729052238656358	0	0.1781582411673594	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__PB19;f__PB19;g__PB19	2.16883169410597	0.9237727630762596	1	FALSE	0.20710691341566415	0.2710659294753583	0.15052580966180862	0.281726927249318	0.007615559867735341	0.27106592947535824	0.15052580966180862	0.2817269272493181	0.09131939898552359	0.023641336377983525	0.06626280262274502	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas	2.64970072918281	0.8976858238136862	1	FALSE	0.10239256277416998	0.14793428058795063	0.011426265518604749	0.047515638650558085	0.09378304831326958	0.14793428058795058	0.011426265518604704	0.04751563865055806	0.08467488526798082	0.0265224042997188	0.024557435345678398	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Labrenzia	15.745408581765602	0.002557469816126323	0.8439650393216865	FALSE	0	0	0	0	0	0	0	0	0.10100267250758063	0.08903376134013269	0.014151611403592087	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter	10.73606198088797	0.02648430803230601	1	FALSE	0.22460275322775772	0.17927861732611963	0.09927122186282283	0	0	0.1792786173261197	0.09927122186282282	0	0.14944262398037153	0	0	FALSE	FALSE	FALSE	FALSE
